date,plate
3/7/2012,DOM365
3/7/2012,JUISYJ
3/7/2012,JUNKMAN3
3/7/2012,DSDIVAA
3/7/2012,DWGHOUSE
3/7/2012,D1MPLZ3
3/7/2012,D335NUTZ
3/7/2012,EAZYGOIN
3/7/2012,ELITE247
3/7/2012,2F8ST4U
3/7/2012,LANEPAVE
3/7/2012,LAXFRAT
3/7/2012,LEVELED
3/7/2012,50VCV
3/7/2012,57PROUD
3/7/2012,6SERIES
3/7/2012,MDNUSA
3/7/2012,MILENIM
3/7/2012,MI4BOYZ
3/7/2012,MMEEOWW
3/7/2012,MNOT
3/7/2012,MOTIVES
3/7/2012,MOUSSA7
3/7/2012,MRGROFF
3/7/2012,MZJAXSON
3/7/2012,NDIRI5H
3/7/2012,NOSLWGTO
3/7/2012,PAPAZULU
3/7/2012,PBAVAS
3/7/2012,PBEAR93
3/7/2012,POBLETE
3/7/2012,POMODORO
3/7/2012,P1EDRA
3/7/2012,REE1948
3/7/2012,RIS44
3/7/2012,RLISI
3/7/2012,RUYI
3/7/2012,SAIVIDYA
3/7/2012,SAMBA03
3/7/2012,SET4LIFE
3/7/2012,1LAP
3/7/2012,OSW3GO
3/7/2012,RJ5553
3/7/2012,GRIGS24
3/8/2012,SLIKK1
3/8/2012,SOULO
3/8/2012,FLTRSE
3/8/2012,TATHOG
3/8/2012,GRICNH
3/8/2012,BMWRR
3/8/2012,BOLOKS
3/8/2012,BREEEZ
3/8/2012,WEAVO
3/8/2012,WOULF
3/8/2012,1FLHTC
3/8/2012,DONKEY
3/8/2012,15FH25
3/8/2012,KIPSHD
3/8/2012,2G3THR
3/8/2012,20FN62
3/8/2012,23DA27
3/8/2012,27GB00
3/8/2012,28FL88
3/8/2012,3RDWFE
3/8/2012,40EZ40
3/8/2012,59GZ49
3/8/2012,60EB97
3/8/2012,73GUZI
3/8/2012,73GX98
3/8/2012,78DB11
3/8/2012,8372NA
3/8/2012,88LOWR
3/8/2012,MESHUG
3/8/2012,92EW88
3/8/2012,98DM39
3/8/2012,NINJA
3/8/2012,NVTS
3/8/2012,N32811
3/8/2012,ROCKYC
3/8/2012,RSTY87
3/8/2012,AMG
3/8/2012,AMRIDE
3/8/2012,BDT60
3/8/2012,BENNYF
3/8/2012,CH4MPS
3/8/2012,JT3NYC
3/8/2012,1S2K
3/8/2012,LADY
3/8/2012,LAUGH
3/8/2012,53USAF
3/8/2012,84IEBA
3/8/2012,MUSHER
3/8/2012,NYG130
3/8/2012,N2YCK
3/8/2012,PM1031
3/8/2012,ADRNKMT
3/8/2012,AGENTZ
3/8/2012,FCS879
3/8/2012,ASALUDE
3/8/2012,STRONGUS
3/8/2012,SUMTHING
3/8/2012,FOSTER10
3/8/2012,SUV4NAVR
3/8/2012,A74TR6
3/8/2012,SYLHETIY
3/8/2012,BAO26
3/8/2012,TANGRINE
3/8/2012,BDSTUY
3/8/2012,TECH777
3/8/2012,TEENY
3/8/2012,TELANN
3/8/2012,THE21MAC
3/8/2012,BIS4S2
3/8/2012,TNYBELA
3/8/2012,BOBBYAM
3/8/2012,BOOBEFLY
3/8/2012,GTBSYLVG
3/8/2012,GTCOOP
3/8/2012,G5CCC
3/8/2012,HARTCHEF
3/8/2012,UNDCIDED
3/8/2012,HDRYDER
3/8/2012,CALYP50
3/8/2012,VEESZEE
3/8/2012,HRTAKE
3/8/2012,CHILLENN
3/8/2012,V8MONSTR
3/8/2012,CINDERS
3/8/2012,WHYNY
3/8/2012,WNTRHRBR
3/8/2012,IP8D4IT
3/8/2012,IREBUKEU
3/8/2012,CREUS
3/8/2012,CRITTER8
3/8/2012,WUZHIZ
3/8/2012,DCENT6
3/8/2012,06VIPER
3/8/2012,JONESZE
3/8/2012,DSNYHD
3/8/2012,KALOS
3/8/2012,1111D1
3/8/2012,KIKIO
3/8/2012,ELITE380
3/8/2012,KOOLE
3/8/2012,2TODD
3/8/2012,LAXGURL
3/8/2012,36AUBRN
3/8/2012,LINDAH
3/8/2012,LLDM
3/8/2012,LLN04GT
3/8/2012,LOKITO
3/8/2012,LUIS13
3/8/2012,L8RG8TR
3/8/2012,62ODMD
3/8/2012,MAMERS78
3/8/2012,MARIADK
3/8/2012,MCDANIEL
3/8/2012,MCSS
3/8/2012,MIKALOS
3/8/2012,96TURBO
3/8/2012,99NY
3/8/2012,MISMYSON
3/8/2012,MJJ026
3/8/2012,MONEYP1T
3/8/2012,MOTEACH
3/8/2012,MP5KPDW
3/8/2012,MYSEASON
3/8/2012,OFF2DSNY
3/8/2012,PAMARUPP
3/8/2012,PAPAANTI
3/8/2012,PAYSON
3/8/2012,PDVIOUS
3/8/2012,PDX4ME
3/8/2012,PEPE787
3/8/2012,PREVAILR
3/8/2012,RAHMA06
3/8/2012,RAHMA07
3/8/2012,RCMPREZ
3/8/2012,RCUBED67
3/8/2012,RDEPALO3
3/8/2012,REDBIRDS
3/8/2012,RJM83
3/8/2012,ROGERNY
3/8/2012,ROLIX
3/8/2012,SFSC
3/8/2012,SGUJAR
3/8/2012,SHANTIE
3/8/2012,KANDOS
3/8/2012,ROWNAVY
3/9/2012,EVY1GZ
3/9/2012,SOB
3/9/2012,FIFL22
3/9/2012,GASBO1
3/9/2012,TOXIC2
3/9/2012,GRTESC
3/9/2012,TRIDNT
3/9/2012,GYPSY8
3/9/2012,HELGY
3/9/2012,CBTHOG
3/9/2012,CCQ
3/9/2012,CEEYAA
3/9/2012,CGFJR
3/9/2012,HYG
3/9/2012,WHEEL
3/9/2012,CVMA19
3/9/2012,10RZX
3/9/2012,11GW46
3/9/2012,12HD
3/9/2012,KEEYEY
3/9/2012,1803CC
3/9/2012,ELVIZZ
3/9/2012,23BB00
3/9/2012,34FA31
3/9/2012,LIVRE
3/9/2012,54GU61
3/9/2012,58FM32
3/9/2012,MANBAG
3/9/2012,68DA61
3/9/2012,71TOM
3/9/2012,90GN95
3/9/2012,94GW98
3/9/2012,99EZ77
3/9/2012,MTLNEK
3/9/2012,MYYWAY
3/9/2012,NHRAI
3/9/2012,NOSWET
3/9/2012,N21R
3/9/2012,OTGOKK
3/9/2012,PRITSS
3/9/2012,ROBOCP
3/9/2012,RRCO2W
3/9/2012,RVMC58
3/9/2012,R50
3/9/2012,SANAI
3/9/2012,SINDY
3/9/2012,FOPNA
3/9/2012,TGCOY
3/9/2012,GIMC
3/9/2012,TOMBOY
3/9/2012,TR1NK
3/9/2012,HASEEB
3/9/2012,USNS21
3/9/2012,CKUL8R
3/9/2012,ILOVEU
3/9/2012,WMDINV
3/9/2012,IRNGRL
3/9/2012,W21L17
3/9/2012,IZZY69
3/9/2012,YUNGR1
3/9/2012,JGA66
3/9/2012,JJNJUS
3/9/2012,JONNYB
3/9/2012,KALMS
3/9/2012,10QB
3/9/2012,KO3388
3/9/2012,5J
3/9/2012,MDNYSP
3/9/2012,MT3521
3/9/2012,MURRY
3/9/2012,NNNNNN
3/9/2012,ROSEPJ
3/9/2012,SAM427
3/9/2012,SHA786
3/9/2012,SIRAJAM
3/9/2012,ADVNC2GO
3/9/2012,SLAMM3RY
3/9/2012,SMDHATU
3/9/2012,ALOHA62
3/9/2012,FABON5TH
3/9/2012,SP2444
3/9/2012,FEESHON
3/9/2012,FIFI99
3/9/2012,STEEL40
3/9/2012,ARIFSY
3/9/2012,STRONJEH
3/9/2012,STR82BCH
3/9/2012,AUGIE48
3/9/2012,FPT
3/9/2012,SUX2BME
3/9/2012,BADD327
3/9/2012,TAC281
3/9/2012,BAYCAKES
3/9/2012,TAZ
3/9/2012,BENMIA
3/9/2012,GHOLIAI
3/9/2012,GLIDDEN
3/9/2012,THQMCAT
3/9/2012,GOLOWH20
3/9/2012,TMRDRGZ1
3/9/2012,BLACKSEA
3/9/2012,BLKPURL
3/9/2012,TOOKTIME
3/9/2012,BMMS
3/9/2012,BOBSKAT
3/9/2012,BOOCH522
3/9/2012,GTRAWR
3/9/2012,BRODGE
3/9/2012,CAPITAL4
3/9/2012,HOPPEDUP
3/9/2012,HOTNANA
3/9/2012,VICAROL
3/9/2012,IBRUNN
3/9/2012,CHURCHT
3/9/2012,CLINT72
3/9/2012,COMM300
3/9/2012,COMM301
3/9/2012,COMM302
3/9/2012,INTA102
3/9/2012,IRONHIDE
3/9/2012,CRUZIN72
3/9/2012,ITSALMYN
3/9/2012,CYN007
3/9/2012,YAHELYAH
3/9/2012,YEEHAAW
3/9/2012,JGS6809
3/9/2012,DESAIVJ
3/9/2012,ZOMBKLLR
3/9/2012,DIGIT2
3/9/2012,1BDSTR86
3/9/2012,JOY2UNME
3/9/2012,1SAPANA
3/9/2012,1WIFEE
3/9/2012,KALMDWN
3/9/2012,ELAPL
3/9/2012,2BANDITS
3/9/2012,KONA2012
3/9/2012,2LEOS4NY
3/9/2012,LADUKE1
3/9/2012,LEON
3/9/2012,3SR88JR
3/9/2012,311EST
3/9/2012,321FLY
3/9/2012,350NTD
3/9/2012,LIN9888
3/9/2012,LOCKSMIF
3/9/2012,LUVMYJTG
3/9/2012,MACDADDY
3/9/2012,MATHISA
3/9/2012,MBRVC13
3/9/2012,MBRVC25
3/9/2012,MBRVC62
3/9/2012,MBRVC78
3/9/2012,MBRVC82
3/9/2012,90STANG
3/9/2012,92USNA
3/9/2012,NEILAGT
3/9/2012,NICECTS
3/9/2012,NICKELBK
3/9/2012,NTFDAWY
3/9/2012,NTYPTLVR
3/9/2012,N4ST1
3/9/2012,OENANTHE
3/9/2012,PJG24
3/9/2012,QUEENBE
3/9/2012,RARECADI
3/9/2012,RCAVCTR
3/9/2012,RINAXO
3/9/2012,RN8PA
3/9/2012,ROTRGASM
3/9/2012,RUBAB
3/9/2012,SAMIRAH
3/9/2012,SHAJGHAR
3/10/2012,SIKK1
3/10/2012,SITS2
3/10/2012,SLEDZ2
3/10/2012,AIME
3/10/2012,SOG85
3/10/2012,FIIRE
3/10/2012,FREEAK
3/10/2012,FYVE2
3/10/2012,BBLBE
3/10/2012,GEEK
3/10/2012,BDREP9
3/10/2012,BIGBRD
3/10/2012,TON
3/10/2012,GUIGO
3/10/2012,T1GRRR
3/10/2012,HANG18
3/10/2012,WILYUM
3/10/2012,WJMG
3/10/2012,IPOET
3/10/2012,XRUSHX
3/10/2012,XS650D
3/10/2012,YNYNG
3/10/2012,DDNSTY
3/10/2012,JIMJAN
3/10/2012,ZOOMNN
3/10/2012,DJSLDE
3/10/2012,1FAT1
3/10/2012,JTSERK
3/10/2012,DRAGQN
3/10/2012,DREDAY
3/10/2012,DTYDOG
3/10/2012,13R3
3/10/2012,EEEZZZ
3/10/2012,KINKI
3/10/2012,2LBR8
3/10/2012,KUTAT2
3/10/2012,21FZ75
3/10/2012,22FA03
3/10/2012,22QWIK
3/10/2012,23FH20
3/10/2012,3DBOW
3/10/2012,34GS45
3/10/2012,4FCIII
3/10/2012,58FX94
3/10/2012,59DV83
3/10/2012,64GA55
3/10/2012,74DS93
3/10/2012,MBLVD1
3/10/2012,77EZ74
3/10/2012,77IRON
3/10/2012,86GW52
3/10/2012,97GF07
3/10/2012,MOEZE
3/10/2012,MSIII
3/10/2012,ONTILT
3/10/2012,OZENNE
3/10/2012,POPS6
3/10/2012,PPK380
3/10/2012,RRELLA
3/10/2012,RTRIKE
3/10/2012,RUNEDD
3/10/2012,SHAGG
3/10/2012,AGTOY
3/10/2012,FOTOU1
3/10/2012,BCEAGL
3/10/2012,BIGEL
3/10/2012,GRANE
3/10/2012,G2550
3/10/2012,UCSB
3/10/2012,HF1
3/10/2012,CATCH5
3/10/2012,WOFS1
3/10/2012,DAVESS
3/10/2012,JESICA
3/10/2012,JIM77
3/10/2012,DFEND
3/10/2012,DHIRA
3/10/2012,11RSSS
3/10/2012,KURT73
3/10/2012,3PZGT
3/10/2012,LIMAY
3/10/2012,4BELA
3/10/2012,LS2VET
3/10/2012,LTERP1
3/10/2012,LUVCJG
3/10/2012,MAKAI
3/10/2012,MANJUS
3/10/2012,MHMM
3/10/2012,MJVW
3/10/2012,MMELE
3/10/2012,RAMBO4
3/10/2012,REVG3
3/10/2012,EVNTHRZN
3/10/2012,SJSOUNDZ
3/10/2012,EV1LSN8K
3/10/2012,AERONAVE
3/10/2012,SLM1
3/10/2012,AHOTMOM
3/10/2012,SLOWTACO
3/10/2012,SMARTB
3/10/2012,SMF1
3/10/2012,SOOKEEEE
3/10/2012,SOULFRND
3/10/2012,FARHAN
3/10/2012,SPEECHTX
3/10/2012,SPIDRGRL
3/10/2012,ANNATNT
3/10/2012,STANR
3/10/2012,ASTEELE
3/10/2012,SUHAGOM
3/10/2012,SUMLOOT
3/10/2012,AWSOMEA
3/10/2012,BADATA
3/10/2012,BAN1ONE
3/10/2012,BBOOP62
3/10/2012,GETAJOB2
3/10/2012,TF160
3/10/2012,BENZ118
3/10/2012,BENZ119
3/10/2012,BENZ120
3/10/2012,BENZ121
3/10/2012,BENZ122
3/10/2012,BENZ123
3/10/2012,BENZ124
3/10/2012,BENZ125
3/10/2012,GKONE
3/10/2012,BIGBLKD
3/10/2012,TNATION
3/10/2012,GRAMIEX6
3/10/2012,GRAMMY
3/10/2012,GREENBAY
3/10/2012,GSPANDL
3/10/2012,BOW1HUNT
3/10/2012,TWINMOM
3/10/2012,UBERGLI
3/10/2012,HAYAFEH
3/10/2012,BULLET
3/10/2012,USAC3
3/10/2012,US30
3/10/2012,US53
3/10/2012,US6709
3/10/2012,UWNT1
3/10/2012,CAROLEJ
3/10/2012,CD10BEST
3/10/2012,HRITZY
3/10/2012,WAHI61
3/10/2012,CMNKY
3/10/2012,WHOYA
3/10/2012,COLFD
3/10/2012,WLAWT
3/10/2012,WLPEACE
3/10/2012,CRZYGRYL
3/10/2012,W8FORIT
3/10/2012,JADEIAN
3/10/2012,JAVICHO
3/10/2012,JB27
3/10/2012,DCSMKA
3/10/2012,JIMBONY
3/10/2012,ZCOACHI
3/10/2012,ZFREAK
3/10/2012,ZHANG
3/10/2012,ZUTALOR
3/10/2012,02FST
3/10/2012,JOES65
3/10/2012,1BACKBAY
3/10/2012,DOCB
3/10/2012,1ONTHEGO
3/10/2012,DRFLEM
3/10/2012,KALABASH
3/10/2012,KARMA06
3/10/2012,12SNAKE
3/10/2012,KOREA52
3/10/2012,2NDSERVE
3/10/2012,2NDWIF3
3/10/2012,ENDNWO
3/10/2012,KY2SXY4U
3/10/2012,K9UNITK9
3/10/2012,21WATTS
3/10/2012,LABIB
3/10/2012,LAVNTONE
3/10/2012,LAW2
3/10/2012,LAZAROU
3/10/2012,3D3059
3/10/2012,LEEBEE
3/10/2012,3LIMES
3/10/2012,LESANTI
3/10/2012,LILBLK
3/10/2012,39KOOP
3/10/2012,396BEAST
3/10/2012,4S37
3/10/2012,4THESUN
3/10/2012,LUVMUD
3/10/2012,LUVZJ18
3/10/2012,6TY8SS
3/10/2012,66FORD
3/10/2012,67BEETLE
3/10/2012,MAMADONA
3/10/2012,710MSB
3/10/2012,96ELITE
3/10/2012,MPAUL
3/10/2012,MURAT2
3/10/2012,MYWHTLT
3/10/2012,MY1924
3/10/2012,M1K3
3/10/2012,NAM68VET
3/10/2012,NA213TH
3/10/2012,NFPA13R
3/10/2012,NONVT3C
3/10/2012,NUTANIX
3/10/2012,OHHMY
3/10/2012,PAPAEGAN
3/10/2012,PPLNVME2
3/10/2012,PRLJAMMR
3/10/2012,P1AN1STS
3/10/2012,QUAD8
3/10/2012,RENZO
3/10/2012,REPCLOUD
3/10/2012,ROBMAG
3/10/2012,RODRI05
3/10/2012,ROMO
3/10/2012,RUBENJ72
3/10/2012,RVNMAN
3/10/2012,SCOTTRAV
3/10/2012,SF2
3/10/2012,SHGNWGN5
3/10/2012,AUSOME
3/10/2012,BOTIE
3/10/2012,JOEAZY
3/10/2012,RALPH4
3/10/2012,TRBLMKR
3/12/2012,NWHAT
3/13/2012,FEM1NA
3/13/2012,FLTROD
3/13/2012,SULLIE
3/13/2012,AYALA8
3/13/2012,FRATR
3/13/2012,GEAUX5
3/13/2012,BEEMRR
3/13/2012,GHETO1
3/13/2012,BETEP
3/13/2012,GIO1
3/13/2012,GIRTY
3/13/2012,BIGJEF
3/13/2012,TIMA
3/13/2012,GOT45
3/13/2012,BLUEBY
3/13/2012,TUSTUS
3/13/2012,G33Z3R
3/13/2012,BUXTON
3/13/2012,BWANA3
3/13/2012,USH
3/13/2012,HHOG
3/13/2012,HHOGGG
3/13/2012,HHOOGG
3/13/2012,HHOOOG
3/13/2012,HOGHOG
3/13/2012,HOOGG
3/13/2012,HOOGGG
3/13/2012,VILD
3/13/2012,CIRO1
3/13/2012,CLETUS
3/13/2012,ILLIST
3/13/2012,CUCKOO
3/13/2012,CUMP
3/13/2012,JFII
3/13/2012,DIZZYS
3/13/2012,DNA42
3/13/2012,DRILL
3/13/2012,11AA62
3/13/2012,12GX06
3/13/2012,15DT41
3/13/2012,15DT42
3/13/2012,15GW86
3/13/2012,ECMOB
3/13/2012,KIMMY
3/13/2012,2MOJO
3/13/2012,ENGCO
3/13/2012,25FH73
3/13/2012,34GU25
3/13/2012,35GU51
3/13/2012,38DC11
3/13/2012,38GW39
3/13/2012,4CHNET
3/13/2012,LOLA17
3/13/2012,40EL18
3/13/2012,40EL47
3/13/2012,46DF33
3/13/2012,46DW68
3/13/2012,47BA87
3/13/2012,LSTNTZ
3/13/2012,53FF90
3/13/2012,58GL42
3/13/2012,59FN02
3/13/2012,71EL79
3/13/2012,76FD47
3/13/2012,MDM13
3/13/2012,85FT21
3/13/2012,93GG27
3/13/2012,94GJ54
3/13/2012,98ER19
3/13/2012,99DR71
3/13/2012,MRFAT
3/13/2012,MYFXDC
3/13/2012,NCFR
3/13/2012,NOFEAR
3/13/2012,NTGSXR
3/13/2012,NVFAST
3/13/2012,OM3GA
3/13/2012,ON2
3/13/2012,PAUL1E
3/13/2012,PETE11
3/13/2012,PSOB8
3/13/2012,RKC04
3/13/2012,EUROM5
3/13/2012,ADLXOX
3/13/2012,STKDRV
3/13/2012,FLY4ME
3/13/2012,AVOVOM
3/13/2012,S2KCR
3/13/2012,BRTISH
3/13/2012,BRU1
3/13/2012,UNCLB
3/13/2012,USNSAR
3/13/2012,ILVNY
3/13/2012,WORKIN
3/13/2012,WP001
3/13/2012,WRXTSY
3/13/2012,JADE
3/13/2012,YH4EVA
3/13/2012,DEBSW1
3/13/2012,DE50S
3/13/2012,DIDIT
3/13/2012,JPYNO
3/13/2012,DONNYO
3/13/2012,6KEUKA
3/13/2012,832APC
3/13/2012,MRPNKN
3/13/2012,NANAW
3/13/2012,NNEKA
3/13/2012,NYTDI
3/13/2012,RAWR
3/13/2012,RAYLYN
3/13/2012,RCAL24
3/13/2012,ROBBED
3/13/2012,SANHJI
3/13/2012,SEYAA
3/13/2012,SICKLSV
3/13/2012,AC71377
3/13/2012,EVILRAIN
3/13/2012,AFZALMD
3/13/2012,SLYDER
3/13/2012,FALAFEL
3/13/2012,ANDY299
3/13/2012,ANSARIS1
3/13/2012,SSD002
3/13/2012,STARSHYP
3/13/2012,ARTOFWAR
3/13/2012,STQD2MA
3/13/2012,STRAWHAT
3/13/2012,ASL01
3/13/2012,ASL02
3/13/2012,ASL03
3/13/2012,SUBSONIC
3/13/2012,SUDDONLY
3/13/2012,AVILA67
3/13/2012,FOR25YRS
3/13/2012,FREDZAY
3/13/2012,SWAG50TH
3/13/2012,SW3TNLOW
3/13/2012,BACKN63
3/13/2012,GANONDRF
3/13/2012,GD1935
3/13/2012,GEAUX3
3/13/2012,GHIA68
3/13/2012,THADOME
3/13/2012,BERNARA
3/13/2012,BFANS
3/13/2012,GLBLREST
3/13/2012,TIMBRLND
3/13/2012,BIGRAY
3/13/2012,BK1STSON
3/13/2012,GOTSNAKS
3/13/2012,GRAM102
3/13/2012,GRNEYEZ
3/13/2012,GRNHORNT
3/13/2012,BOOBARU
3/13/2012,TRUGAMER
3/13/2012,GWMX5
3/13/2012,TURBOG
3/13/2012,TWOSLO
3/13/2012,TXGUMDZS
3/13/2012,T8Z
3/13/2012,BUBASGRL
3/13/2012,BUNNEEEE
3/13/2012,HEMI835
3/13/2012,HERZHIS
3/13/2012,B1GCHEEZ
3/13/2012,HIMMGAL
3/13/2012,CALIGRLS
3/13/2012,HIZHERS
3/13/2012,CANUKVET
3/13/2012,VELOSTER
3/13/2012,VERMOONT
3/13/2012,HPJUNKEY
3/13/2012,HRSINRND
3/13/2012,CFMLY
3/13/2012,CHAR6ER
3/13/2012,CJNAMN
3/13/2012,CMC0324
3/13/2012,INDY27
3/13/2012,CONSUELA
3/13/2012,WMIANI
3/13/2012,WNSTNCUP
3/13/2012,CPA1
3/13/2012,WVFC27M5
3/13/2012,W1LDCAT
3/13/2012,ITS4NIC
3/13/2012,C2CNY2LA
3/13/2012,DADIVIBE
3/13/2012,JAZMAN
3/13/2012,YC
3/13/2012,YEAAHYUP
3/13/2012,YORKIES
3/13/2012,DCSPIT
3/13/2012,YTBI1
3/13/2012,JHARLAN
3/13/2012,ZFAST
3/13/2012,JJMAYNE
3/13/2012,ZIZINANU
3/13/2012,ZOSOFAN
3/13/2012,Z3M
3/13/2012,JPMDM
3/13/2012,DOLPHIN
3/13/2012,JSBACH1
3/13/2012,DRUMR2
3/13/2012,10LAX23
3/13/2012,KARMA314
3/13/2012,DUEY88
3/13/2012,ECANKER
3/13/2012,KENZEL1
3/13/2012,16EMTP
3/13/2012,1697L79
3/13/2012,ECSTASKI
3/13/2012,KERMELLA
3/13/2012,EDMO
3/13/2012,EEEEEK
3/13/2012,KIMROSA
3/13/2012,1987ALFA
3/13/2012,KMATTEA
3/13/2012,2PRINCS
3/13/2012,2TO8
3/13/2012,LAKEONT
3/13/2012,26CRATE
3/13/2012,LASERINC
3/13/2012,LBMIWRLD
3/13/2012,3LLLS
3/13/2012,LGSTANG
3/13/2012,LILSHER
3/13/2012,4INTDSGN
3/13/2012,LOKEEHB
3/13/2012,5BOROONE
3/13/2012,5BUGS
3/13/2012,LTYSRIDE
3/13/2012,LUCIA50
3/13/2012,67L79
3/13/2012,MARCOR10
3/13/2012,MARCOR11
3/13/2012,MARCOR12
3/13/2012,MARCOR18
3/13/2012,MARCOR9
3/13/2012,MARIGNY
3/13/2012,MERTREEX
3/13/2012,88SAAB
3/13/2012,MGC0575
3/13/2012,MICROTUS
3/13/2012,MIKSRN
3/13/2012,MMEN489
3/13/2012,MTFWOMEN
3/13/2012,MTR69
3/13/2012,MYTOWRIG
3/13/2012,MYVW
3/13/2012,NAINAI8
3/13/2012,NCHARG3
3/13/2012,NSALA8
3/13/2012,OLDS231
3/13/2012,ORANGLDR
3/13/2012,ORANGTAX
3/13/2012,OSOSLOW
3/13/2012,PENDULUM
3/13/2012,PHLYPHSH
3/13/2012,PH69JR
3/13/2012,PROTO2
3/13/2012,PUGS4EVR
3/13/2012,QMKELLY
3/13/2012,RAJ4U
3/13/2012,RAPSZ28
3/13/2012,RDDAWGZ
3/13/2012,REDIRED
3/13/2012,ROCKSC6
3/13/2012,RUBYCUTY
3/13/2012,RUSAW16
3/13/2012,RUUBEE
3/13/2012,SANDHOG3
3/13/2012,SHHMEH
3/13/2012,4THTOY
3/14/2012,SISMOO
3/14/2012,AHNDRD
3/14/2012,SPESHL
3/14/2012,AMOK2
3/14/2012,STOLYN
3/14/2012,A1978
3/14/2012,GGERT
3/14/2012,BLACKI
3/14/2012,BREWER
3/14/2012,VRSCDX
3/14/2012,CLERIC
3/14/2012,WOWW
3/14/2012,CTTOY
3/14/2012,DASH74
3/14/2012,DCALZ
3/14/2012,08BUSA
3/14/2012,DKP
3/14/2012,JUDGG
3/14/2012,11HD
3/14/2012,14GD34
3/14/2012,21FH24
3/14/2012,LDYBU6
3/14/2012,LEFTY1
3/14/2012,4MOOSE
3/14/2012,44EA82
3/14/2012,5TOLEN
3/14/2012,530RAJ
3/14/2012,54DB02
3/14/2012,59DL48
3/14/2012,6THRU6
3/14/2012,69EW05
3/14/2012,70GG07
3/14/2012,77FR11
3/14/2012,89GA65
3/14/2012,89GH10
3/14/2012,MIA247
3/14/2012,92DS99
3/14/2012,95GT44
3/14/2012,99EZ99
3/14/2012,MYT3
3/14/2012,MY1966
3/14/2012,NOGD
3/14/2012,NVME10
3/14/2012,NY1PD
3/14/2012,OUTLW1
3/14/2012,QDAWG6
3/14/2012,RAF99
3/14/2012,RRPREZ
3/14/2012,R3AP3R
3/14/2012,SDT1
3/14/2012,SE7EN
3/14/2012,SMRN
3/14/2012,HAFDUZ
3/14/2012,CHICKI
3/14/2012,COAST
3/14/2012,IOD6
3/14/2012,JAY821
3/14/2012,KB2TOY
3/14/2012,KC2ZGU
3/14/2012,KD2BEE
3/14/2012,LUBAS
3/14/2012,MSMEOW
3/14/2012,N2GPSY
3/14/2012,PTRSKI
3/14/2012,SALSA1
3/14/2012,ADIVASBM
3/14/2012,EXECSEK
3/14/2012,AD78
3/14/2012,AGU8701
3/14/2012,SOFLYG6
3/14/2012,FCS7
3/14/2012,ANGEL1A
3/14/2012,FCS940
3/14/2012,FISHFOTO
3/14/2012,STLCRUZN
3/14/2012,SXELEXY
3/14/2012,BADASTOY
3/14/2012,TAT2D
3/14/2012,BB1881
3/14/2012,GEM1NI6
3/14/2012,BEDNARIK
3/14/2012,TG199
3/14/2012,BFLBBCAK
3/14/2012,BIGJIMSR
3/14/2012,BIOCHAR
3/14/2012,GOMOPAR
3/14/2012,TKO532
3/14/2012,TOMD
3/14/2012,GPWRGLR
3/14/2012,TOWZILLA
3/14/2012,BOBBYAM1
3/14/2012,BOKKE
3/14/2012,BOOPKOOP
3/14/2012,BORA
3/14/2012,HANDBAL
3/14/2012,UCSLIM
3/14/2012,BUENVIDA
3/14/2012,HERLUV
3/14/2012,CABOFRSH
3/14/2012,VBALLDAD
3/14/2012,HVGADES
3/14/2012,VPA726
3/14/2012,WANTARAC
3/14/2012,WANTEDD
3/14/2012,CLASSYMA
3/14/2012,CLOE
3/14/2012,IMKEWL
3/14/2012,COKOBRN
3/14/2012,CORAGGIO
3/14/2012,CUTDOC
3/14/2012,XJSKX
3/14/2012,XMERTREE
3/14/2012,DAWGLUVR
3/14/2012,DDG993
3/14/2012,DD22
3/14/2012,DIAMNDSS
3/14/2012,DLAJRA
3/14/2012,DMEG50
3/14/2012,DOLLY1
3/14/2012,J1C
3/14/2012,1VMG1
3/14/2012,10XIIVII
3/14/2012,KART14
3/14/2012,DYLAN83
3/14/2012,ECLECT1C
3/14/2012,EDP
3/14/2012,KICKROKS
3/14/2012,KKZMOM
3/14/2012,2LPWOOD2
3/14/2012,2000V
3/14/2012,4ELWOOD
3/14/2012,4MD10
3/14/2012,MARINES9
3/14/2012,7WESTRAC
3/14/2012,MCSLS
3/14/2012,MERC8ES
3/14/2012,MONST3R
3/14/2012,MUPREP
3/14/2012,MUVOVRR
3/14/2012,MZJUDE
3/14/2012,NEWBMW
3/14/2012,NKASKIM
3/14/2012,NOTDM
3/14/2012,NUNSWETR
3/14/2012,NYIT
3/14/2012,ODEDINA3
3/14/2012,ODEDINA4
3/14/2012,OMARM
3/14/2012,OMGFAST
3/14/2012,ONDMOON
3/14/2012,PRIME255
3/14/2012,RATFINKK
3/14/2012,REALEST8
3/14/2012,REIKI13
3/14/2012,RIPLANDY
3/14/2012,ROSESTXI
3/14/2012,SCHRO
3/14/2012,HF11
3/14/2012,R108
3/14/2012,AIDANS
3/15/2012,ADKSTR
3/15/2012,EZSTRT
3/15/2012,SMERFY
3/15/2012,ALFIES
3/15/2012,SOPAW
3/15/2012,SPS996
3/15/2012,FRATR7
3/15/2012,TDMC
3/15/2012,TEEW
3/15/2012,GZRWGO
3/15/2012,CHULA3
3/15/2012,ILW84U
3/15/2012,WHTDOG
3/15/2012,INAKED
3/15/2012,CRSHDR
3/15/2012,CRUZIN
3/15/2012,IWMCNY
