plate,status,category,reviewer_comments,review_reason_code,customer_meaning
WWIZYD,Rejected,Sexual connotation,THE D COULD STAND FOR DICK,1.0,WHAT WOULD IZZY DO?
KPHATEN,Rejected,Vulgar or degrading term,"HATEN, HOSTILE",2.0,KEEP HATING
25T1CHP,Rejected,Misrepresents law enforcement,"CHP, LAW ENFORCEMENT REFERENCE",5.0,1/4 TON 100 HORSEPOWER
LUVLAFN,Accepted,Swear word or profane,FN CAN STAND FOR FUCKING,3.0,LOVE LAUGHING
SEGLEAF,Accepted,Swear word or profane,AF CAN STAND FOR AS FUCK,3.0,"SPECIAL EFFECT GENERATOR, NISSAN LEAF"
ASH KASH,Rejected,Sexual connotation,ASS,1.0,DAUGHTER NAME
HUSTLE4,Accepted,Vulgar or degrading term,HUSTLE=Slang. to earn one's living by illicit or unethical means,2.0,REG 17 ISN'T FILLED OUT
KMIKZE1,Rejected,Vulgar or degrading term,kamikaze was a suicide crash attack done by Japanese pilots in WWII. Means a suicidal action. Also a lovely coctail.,2.0,NICKNAME
LOPES G,Rejected,Vulgar or degrading term,"G=GANGSTER, NOT CUSTOMER'S INITIAL",2.0,FAMILY NAME
OMG VETT,Accepted,Vulgar or degrading term,"HAS HONDA, NO CORVETTE ON ANI. OH MY GOD VETERAN?",2.0,NOTHING ON QUICKWEB
WOPTICS,Rejected,Vulgar or degrading term,WOP=RACIAL SLUR,2.0,CORP NAME
DFND 2A,Rejected,Vulgar or degrading term,DEFEND THE 2ND AMENDMENT (THE RIGHT TO KEEP AND BEAR ARMS) PULLED BECAUSE OF GUNS…,2.0,DEFEND THE 2ND AMENDMENT
MOFFO1,Rejected,Swear word or profane,MOFO=MOTHERFUCKER,3.0,not on quickweb
4KITTYB,Rejected,Sexual connotation,"KITTY=PUSSY, CUSTOMER IS KATRINA JIMENEZ",1.0,NICKNAME
AG BLLT,Rejected,Vulgar or degrading term,"BULLET, AG=SILVER",2.0,IT MEANS SILVER BULLET ITS THE NICKNAME FOR MY SILVER TRUCK.
A69 C1O,Rejected,Sexual connotation,"69 CAN HAVE SEXUAL CONNOTATIONS, NO 69 ON ANI",1.0,THIS IS FOR A 1969 CHEVY C10 VEHICLE. THANKS.
B CHITO,Rejected,Swear word or profane,BICHITA=BITCH… BICHITO TRANSLATES AS BUG OR SLANG FOR LSD TABLET. SHE DOESN’T HAVE A VOLKSWAGEN,3.0,DAD'S NICK NAME
BLK SVGE,Rejected,Vulgar or degrading term,SAVAGE=A CRUDE OR UNCIVILIZED PERSON; A FIERCE OR VICIOUS PERSON,2.0,THE COLOR IF THE CAR AND REPRESENTS WHAT IVE BEEN THROUGH IN LIFE. A STRONG PERSON.
BNEHEAD,Accepted,Vulgar or degrading term,BONEHEAD=A STUPID PERSON. WIKIPEDIA SAYS IT IS ALSO A DEROGATORY TERM FOR BOTH A WHITE SOUTH AFRICAN OR A 'WHITE POWER SKINHEAD' I FOUND A COUPLE SIMILAR WITH EXPIRED RECORDS,2.0,nickname
BOOOOBA,Rejected,Sexual connotation,PULLED FOR BOOB,1.0,MY HUSBANDS NICKNAME FOR THE PAST 20 YEARS
CALI 4O8,Rejected,Vulgar or degrading term,408 area code - San Jose,2.0,CALIFORNIA 408
CHEER 13,Rejected,Vulgar or degrading term,"13=GANG NUMBER, NO 2013 CAR ON ANI",2.0,NOT ON QUICKWEB
CLAM H2,Rejected,Sexual connotation,"clam=pussy or also according to urban dictionary, balls",1.0,CLAM IS MY NICKNAME AND H2 IS THE MODEL OF THE CAR THAT I AM GOING TO ASSIGN THE PLATES TOO.
DIE4HIM,Rejected,Vulgar or degrading term,die,2.0,IT MEANS TO NOT LIVE IN THE FLESH AND SIN. TO DIE TO SIN AND ALL THINGS THAT ENABLE SIN INTO OUR LIVES WHICH LEADS TO SUFFERING
D M N,Accepted,Swear word or profane,LOOKS LIKE 'DAMN' BUT IT IS HIS INITIALS,3.0,INITIALS
F NATION,Rejected,Swear word or profane,F=FUCK,3.0,FAMILY NATION IS A SOFTWARE COMPANY BASED IN CA
FNG BUGN,Rejected,Swear word or profane,EFFING BUGGIN,3.0,TYPE OF VEHICLE. VOLKSWAGON BUG
GOTUBAK,Rejected,Vulgar or degrading term,threatening?,2.0,GOT YOU BACK
GUNER,Rejected,Vulgar or degrading term,gun,2.0,NICKNAME
HALF DED,Rejected,Vulgar or degrading term,DEAD,2.0,I OWN AN ALL BLACK 2016 DODGE CHARGER. CAR IS NAMED AS REAPER DUE TO THE COLOR BLACK ALL THE WAY AROUND AND WOULD LIKE TO PAIR THE LICENSE PLATE TO GO WITH THE THEME OF THE CAR.
HLTRSKR,Accepted,Vulgar or degrading term,HELTER SKELTER (CHARLES MANSON),2.0,HELLOTRICKSTER
H8 TRFUK,Rejected,Swear word or profane,FUCK HATERS,3.0,I HAVE A GRUELING COMMUTE EVERY DAY
JUNHO82,Accepted,Sexual connotation,"PULLED FOR 'HO' BUT CUSTOMER FIRST NAME IS JOONHO, ONE WORD. OK?",1.0,NAME AND BIRTH
KIKI OO7,Rejected,Sexual connotation,KIKI=PUSSY IN TAGALOG (Customers name is Enrique),1.0,NICKNAME
LA  TRIC,Rejected,Vulgar or degrading term,CUSTOMER DOES OWN A TESLA. BUT A TRICK CAN MEAN A WOMAN WHO IS A TEASE OR A HO OR THE CUSTOMER OF A PROSTITUTE,2.0,"LICENSE PLATE IS FOR A TESLA, WHICH IS AN ELECTRIC VEHICLE, SO IT IS A PLAY ON WORDS WHERE MY INITIALS ARE ""LA"" AND WHEN YOU SAY THE PLATE OUT LOUD, IT SOUNDS LIKE ""ELECTRIC"
LOWSTDS,Rejected,Vulgar or degrading term,STD=SEXUALLY TRANSMITTED DISEASE,2.0,LOW STANDARDS
LVMACHN,Accepted,Sexual connotation,LOVE MACHINE HAS SEXUAL CONNOTATIONS,1.0,LOVE MACHINE
MERK 62,Rejected,Vulgar or degrading term,merk=kill. Don’t find a 1962 Mercury on ani,2.0,MERCURY 1962
NEGRADF,Rejected,Swear word or profane,"DF=DA FUCK OR DUMB FUCK. OR COULD BE ABBREVIATION FOR MEXICO CITY (FEDERAL DISTRICT, THE CAPITAL) NEGRA=BLACK",3.0,SPANISH MEANING FOR ; NEGRA=BLACK D=OFF
NO THOTS,Rejected,Vulgar or degrading term,THOT=THAT HO OVER THERE. SLANG FOR A HO,2.0,NO THOUGHTS
NUKEDAD,Rejected,Vulgar or degrading term,NUKE=NUCLEAR EXPLOSION,2.0,FATHER OF NUCLEAR ENGINEER
NUTNICE,Rejected,Sexual connotation,NUT CAN HAVE SEXUAL CONNOTATIONS,1.0,DH2K115
OG SITH,Rejected,Vulgar or degrading term,OG=ORIGINAL GANGSTER,2.0,OLD SCHOOL SITH. MY FAMILYS AVID STAR WARS FANS. OUR NEW SUV IS BLACK. PLEASE AND THANK YOU.
PPLOPEZ,Rejected,Vulgar or degrading term,"peepee, urine",2.0,MY DOG
RED ONE,Accepted,Vulgar or degrading term,RED=GANG COLOR,2.0,NO MEANING WRITTEN ON REG 17
RED  X,Accepted,Vulgar or degrading term,RED=GANG COLOR,2.0,CAR NAME
R8DRS88,Rejected,Vulgar or degrading term,"88=hate symbol, no 1988 car on ani",2.0,IM A DOCTOR
SKUL 13,Rejected,Vulgar or degrading term,13=gang number,2.0,FAMILY NAME AND FAVORITE NUMBER
SMEL YA,Rejected,Vulgar or degrading term,INSULTING?,2.0,SMELL YA LATER - FUNNY TERM OF SAYING BY TO SOMEONE
TAVRA69,Rejected,Sexual connotation,"69=sexual, no 1969 car on ani",1.0,LASTNAME AND YEAR
THUGBUS,Rejected,Vulgar or degrading term,THUG,2.0,NICE RIDE
U SAVAGE,Rejected,Vulgar or degrading term,"calling someone else a savage, pulled for 'you'",2.0,YOU GREAT/ AWESOME
WAR LIFE,Rejected,Vulgar or degrading term,war,2.0,"MILITARY VETERAN, SPENT 21.5 YEARS IN THE AIR FORCE BEFORE RETIRING AND HAD THIS PLATE IN VIRGINIA BEFORE MOVING TO CALIFORNIA."
WINCSTR,Rejected,Vulgar or degrading term,WINCHESTER IS A RIFLE AND SHOTGUN MANUFACTURER,2.0,NICK NAME
18CPO93,Rejected,Vulgar or degrading term,18=HATE SYMBOL,2.0,"1893 IS THE YEAR OF THE NAVY CHIEF PETTY OFFICER, WHICH IS WHAT CPO STANDS FOR."
187 RKSN,Rejected,Vulgar or degrading term,187=MURDER,2.0,187 INFANTRY REGIMENT
6H6LS6,Accepted,Negative connotation to group,666,4.0,just letters
8ONE8DC,Rejected,Vulgar or degrading term,818=WINNETKA AREA CODE,2.0,8ONE8 MEANS THE AREA CODE I LIVE IN AND DC IS MY INITIALS DAVID CONTRERAS
88NA858,Rejected,Vulgar or degrading term,"88=HATE SYMBOL, 858=SAN DIEGO AREA CODE",2.0,I LIKE NUMBER 8 AND 5
CYCO VET,Rejected,Vulgar or degrading term,PSYCHO VETERAN,2.0,CRAZY VET
S$SSYB,Rejected,Swear word or profane,SASSY B=SASSY BITCH (CHANEL SALISBURY),3.0,"A NICKNAME FOR MY LAST NAME, SISSYB (SISSYBURY ""SALISBURY"")"
325$G,Accepted,Vulgar or degrading term,G=GANGSTER,2.0,BIRTH DATE LOVES PET NAME
M24OMG,Rejected,Vulgar or degrading term,"M24 IS A SNIPER RIFLE, THIS IS A VET PLATE (M24 OH MY GOD)",2.0,MY NUMBERS FROM MARINE CORPS CAREER
EASY,Accepted,Sexual connotation,easy can have sexual connotations,1.0,NOT ON QUICKWEB
G GLASS,Accepted,Vulgar or degrading term,g=gangster,2.0,NO MEANING WRITTEN ON REG 17
ITSA SS,Rejected,Sexual connotation,"its ass, (there is just a 1/2 space between the 'a' and 'ss' )no chevy on ani. Customer has Toyota",1.0,ITS AN SS (SUPERSPORT)
JERSEYG,Rejected,Vulgar or degrading term,JERSEY GANGSTER. LAST NAME STARTS WITH A 'G',2.0,JERSEY GENNARO
NASTY2U,Rejected,Vulgar or degrading term,"NASTY TO YOU, PULLED BECAUSE OF THE ""YOU""",2.0,NASTY
18GHOST,Rejected,Vulgar or degrading term,18=HATE SYMBOL,2.0,BIRTHDAY 18 NAME OF CAR GHOST
7JOYL88,Rejected,Vulgar or degrading term,88=HATE SYMBOL,2.0,JOCELYN LOVE MOM
DVS BLUE,Accepted,Vulgar or degrading term,BLUE=GANG COLOR,2.0,FAVORITE COLOR AND MEANINGFUL INITIALS
SVRTNT,Rejected,Vulgar or degrading term,PULLED FOR TNT,2.0,SEIVERT WALNUT ORCHARD
ALIST B,Rejected,Swear word or profane,STAND ALONE B,3.0,NO MEANING
ANGRY69,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION (NO 1969 ON ANI),1.0,BIG MOTOR YEAR OF BIRTH
BDAS 25O,Rejected,Swear word or profane,BAD ASS,3.0,BAD ASS F 250
BOMB 41,Rejected,Vulgar or degrading term,PULLED FOR BOMB,2.0,1941 BUICK BOMB OLDIE
BOSSCAT,Accepted,Sexual connotation,PULLED FOR CAT (1969 MERCURY ON ANI),1.0,BOSS 429 COUGAR
BZH 29,Rejected,Vulgar or degrading term,"PULLED FOR BZ, BZH = BITCH?",2.0,BZH MEANS BREIZH WHICH MEANS BRITTANY IN THE BRETON LANGUAGE. 29  DESIGNATE THE DISTRICT OF FINISTERE IN THE REGION OF BRITTANY.
BZRANGO,Rejected,Vulgar or degrading term,"BZ, BEEZY = BITCH",2.0,BREANNES DURANGO (BEEZ) AS IN BEE
CABRL14,Rejected,Vulgar or degrading term,14 = GANG NUMBER,2.0,LAST NAME AND DATE OF BIRTH
CBOYZ88,Rejected,Vulgar or degrading term,88 = HATE NUMBER,2.0,COWBOYS 88
CHI1374,Accepted,Vulgar or degrading term,13 = GANG NUMBER,2.0,"CHICAGO, LUCKY NUMBER AND YEAR I WAS BORN"
CHV69LE,Accepted,Sexual connotation,COULD HAVE SEXUAL CONNOTATION (1969 CHEVY ON ANI),1.0,THE CAR IS A 1969 CHEVELLE. CH(E)V(69)ELLE
CM PP,Rejected,Sexual connotation,SEE MY PP ?,1.0,NICKNAMES
CREAPER,Rejected,Vulgar or degrading term,"CREEPER, OFFENSIVE?",2.0,ON MY 4X4 LIFTED VAN FOR ROCK CRAWLING AND CREAPING IN THE MOUNTAINS
DAMM1TT,Rejected,Swear word or profane,DAMNIT,3.0,A PHRASE
DATT A55,Rejected,Swear word or profane,THAT ASS,3.0,WORK RELATED - I.T. FIELD
DCBZ TX,Accepted,Swear word or profane,"BZ, BEEZY = BITCH",3.0,DALLAS COWBOYS TEXAS
DIP N IT,Rejected,Sexual connotation,DIP IN IT,1.0,"HYDRO DIPPING BUSINESS. JUST A NOTE BUT THERE IS SUPPOSED TO BE A SPACE BETWEEN THE ""P""AND""N"" ALSO.. DIP N IT"
ELE 1O14,Accepted,Vulgar or degrading term,14 = GANG NUMBER,2.0,MOTHER'S BIRTHDAY AND INITIALS
ES SUCIO,Rejected,Sexual connotation,URBAN TOP DEFINITION SAYS CAN MEAN MALE WHORE IN SPANISH,1.0,NAME
GRMREAP,Accepted,Vulgar or degrading term,"GRIM REAPER, HOSTILE",2.0,NAME OF MY TRUCK
GUNMTAL,Rejected,Vulgar or degrading term,"GUN METAL, HOSTILE",2.0,GUN METAL GREY WHICH IS THE COLOR OF MY CAR
GUTP1LE,Rejected,Vulgar or degrading term,GUT PILE,2.0,A HUNTING TERM WHEN YOU KILL A DEER AND GUT IT
IEDS X5,Rejected,Vulgar or degrading term,IEDS = IMPROVISED EXPLOSIVE DEVICE,2.0,NUMBER OF TIMES I WAS HIT WITH IED'S IN IRAQ
JDGRNDG,Rejected,Sexual connotation,PULLED FOR GRINDING,1.0,JACK DREES GRINDING
LOCKRUP,Rejected,Vulgar or degrading term,LOCK HER UP?,2.0,REPRESENTS OUR NEW PATENED PADLOCK SYSTEM AND COMPANY.
LV 2 RID,Accepted,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1.0,LIVE TO RIDE
MO WET1,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1.0,MONIQUE #1
M3JWP13,Rejected,Vulgar or degrading term,13 = GANG NUMBER,2.0,CAR NAME AND INITIALS
NO H8TE,Rejected,Vulgar or degrading term,H8TE = HATE,2.0,PEACE NOT TO HATE
PHATT 5O,Accepted,Misrepresents law enforcement,PULLED FOR 5O,5.0,NICE LOOKING 1950 TRUCK
PIMP327,Rejected,Vulgar or degrading term,PULLED FOR PIMP,2.0,"POP'S IMPALA 327, I WAS BORN IN 1962 WHEN CHEVROLET WAS INSTALLING 327 ENGINES IN THEIR VEHICLES."
PUTOMAS,Rejected,Vulgar or degrading term,PULLED FOR PUTO,2.0,MY NEPHEW TRIES TO SAY PLUTO THE DISNEY DOG BUY CANT PRONOUNCE L YET. AND HE LOVES CHRIATMAS BUT CALLS IT MAS
RLY TACO,Rejected,Sexual connotation,PULLED FOR TACO,1.0,RALLY TACOMA
SCNDREL,Accepted,Vulgar or degrading term,SCOUNDREL,2.0,SCOUNDREL
SLUMRCN,Rejected,Vulgar or degrading term,"SLUMERICAN, OFFENSIVE?",2.0,SLUMERICAN
SOUL WNR,Accepted,Sexual connotation,WNR COULD BE TAKEN AS WEINER,1.0,SOUL WINNER
SQATCH1,Rejected,Sexual connotation,SQUATCH CAN BE VULGAR TERM FOR VAGINA,1.0,SASQUATCH PRO #1
SUKI214,Accepted,Vulgar or degrading term,14 = GANG NUMBER,2.0,SUKI IS PET'S NAME
TACO4CP,Rejected,Sexual connotation,PULLED FOR TACO,1.0,TACOMA FOR CHRISTIAN PARK
THEMNKY,Rejected,Sexual connotation,PULLED FOR MONKEY,1.0,MY FAMILY AND FRIENDS SAY I ACT LIKE A MONKEY. SO I HAVE EMBRACED IT. IT IS MEANT IN A FUN AND FRIENDLY WAY. NO HARM OR ANYTHING NEGATIVE IS INTENDED.
TRD TONY,Rejected,Vulgar or degrading term,PULLED FOR TRD,2.0,ANTHONY
UNDEATH,Rejected,Vulgar or degrading term,PULLED FOR DEATH,2.0,SHOWS MY LOVE OF ZOMBIE MOVIES
VANRKY1,Accepted,Vulgar or degrading term,"ANARCHY, HOSTILE",2.0,VW VAN AND ANARCHY
1371 ENG,Accepted,Vulgar or degrading term,13 = GANG NUMBER,2.0,MARINE CORPS UNIT NUMBER: 1371 MOS: COMBAT ENGINEER (ENG)
31O HB,Rejected,Vulgar or degrading term,310 = AREA CODE,2.0,AREA CODE HERMOSA BEACH
6872 V14,Accepted,Vulgar or degrading term,14 = GANG NUMBER,2.0,"BIRTH YEARS FOR ME, WIFE, DAUGHTER"
7MENDO7,Rejected,Vulgar or degrading term,707 = AREA CODE,2.0,MENDO 707
8BCHBUM,Accepted,Swear word or profane,BCH CAN BE SHORT FOR BITCH,3.0,A BEACH BUM
88AMAYA,Rejected,Vulgar or degrading term,88 = HATE NUMBER,2.0,88 IS BECAUSE I WAS BORN IN 1988 AND AMAYA IS MY MIDDLE NAME.
93OO5A2,Rejected,Deleted from series,LOOK ALIKE,6.0,NON
C8H18 X,Accepted,Vulgar or degrading term,18 = GANG NUMBER,2.0,CHEMICAL COMPOSITION OF OCTANE
D POWER2,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1.0,DIOS POWER/POWERFUL GOD
MIAOW,Accepted,Sexual connotation,MEOW,1.0,CATS MEOW
SUGAM$M,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1.0,SUGAR MOM
$55 88,Rejected,Vulgar or degrading term,88 = HATE NUMBER,2.0,I LOVE NUMBER 5&8
BCHP1Z,Rejected,Swear word or profane,BITCH PLEASE,3.0,BEACH PLEASE
K9 95B,Rejected,Misrepresents law enforcement,POLICE REFERENCE,5.0,MILITARY K9 UNIT/POLICE
CBRNCTA,Rejected,Swear word or profane,PULLED FOR CABRON,3.0,NICKNAME
PAQNLOW,Rejected,Sexual connotation,PACKIN' LOW?,1.0,PRO BOXER NICKNAME
PDS8888,Rejected,Vulgar or degrading term,88 = HATE NUMBER,2.0,P-PASTOR D-DIAZ S-SANCHEZ 8888-MY LUCKY FAVORITE NUMBERS
QB ONROX,Rejected,Swear word or profane,QB = QUEEN BITCH,3.0,QUEEN ON ROCKS
RICH569,Rejected,Sexual connotation,PULLED FOR 69 (NO 1969 ON ANI),1.0,NAME AND BIRTHDAY
TH FWORD,Rejected,Swear word or profane,OFFENSIVE,3.0,THE FORWARD
TMGLIFE,Accepted,Sexual connotation,TMG = TAKE MANS GASH (GIRL),1.0,MY LIFESTYLE
WILLFYB,Rejected,Swear word or profane,FYB = FUCK YO BITCH,3.0,INSIDE JOKE BETWEEN FRIENDS. NO REAL WORLD MEANING.
WOODY T,Rejected,Sexual connotation,PULLED FOR WOODY,1.0,NAME
8HP888,Rejected,Vulgar or degrading term,88 = HATE NUMBER,2.0,NO MICRO
PMPN GW,Rejected,Vulgar or degrading term,PMPN = PIMPIN'?,2.0,POWER MOTOR PEOPLE KNOW GOLD WING
ST4R W4R,Rejected,Vulgar or degrading term,STAR WAR IS  MARKED UNACCEPTABLE,2.0,MOVIE
TPA BOY,Rejected,Sexual connotation,"TPA CAN = TITS, PUSSY, ASS",1.0,"TPA IS THE ABBREVIATION FOR TAMPA BAY, WHICH IS WHERE I AM ORIGINALLY FROM."
AHHH RUN,Accepted,Vulgar or degrading term,THREATENING (NAME ISNT AARON),2.0,NICKNAME: PRONOUNCED ARRON
AWSHIID,Rejected,Swear word or profane,aww shit,3.0,"IN BASEBALL ME AND MY BESTFRIEND WOULD SAY ""AWW SIT DOWN"" AFTER A STRIKE OUT AFTER TIME THAT SAYING BECAME SHORT INTO ""AWSHIID"""
BLAKSMC,Rejected,Sexual connotation,"SMC=SUCK MY COCK (auto plate, not m/c)",1.0,NO MEANING WRITTEN ON REG 17
BOBBYBM,Rejected,Vulgar or degrading term,BM=BOWEL MOVEMENT… BOOM=EXPLOSION,2.0,BOBBY BOOM - A NICKNAME
BRK CAKE,Rejected,Sexual connotation,CAKE=ASS,1.0,BREAK ME OFF A PIECE OF CAKE
BS BABY,Rejected,Swear word or profane,BS=BULLSHIT BABY,3.0,BOB AND STELLA'S BABY
CHOCHE,Rejected,Sexual connotation,PUSSY IN SPANISH,1.0,GEORGE
DA DON,Rejected,Vulgar or degrading term,DON=BOSS OF A MAFIA FAMILY,2.0,IT MEANS BOSS
DGO 197O,Rejected,Vulgar or degrading term,"DGO=DAGO, AN OFFENSIVE TERM FOR SOMEONE OF ITALIAN DESCENT. ANI SHOWED A FORD, NO DODGE",2.0,DURANGO & BIRTH YEAR
DONKEY,Rejected,Sexual connotation,ASS,1.0,WIFE'S NICK NAME
D MUSCLE,Rejected,Sexual connotation,D=DICK,1.0,MY NAME IS DAVID. I BODY-BUILD (D MUSCLE). THE TRUCK HAS A BIG V8 WITH LOTS OF HORSEPOWER (THE(D) MUSCLE). ITS A SILLY PLAY ON WORDS
FAST JU,Rejected,Vulgar or degrading term,fast jew (customer name is Julius though),2.0,NO MEANING WRITTEN ON REG 17
FORCE M,Rejected,Vulgar or degrading term,FORCE 'EM?,2.0,BAND NAME
FOTO4KA,Rejected,Swear word or profane,4KA=FUCKER (NOT CUSTOMER INITIALS),3.0,IM A PHOTOGRAPHER AND IT MEANS PHOTO
FUCTRMP,Rejected,Swear word or profane,FUCK TRUMP,3.0,FA FAMILIES FIRST LETTER INITIALS
GARCHO4,Rejected,Swear word or profane,GARCHO=TO FUCK,3.0,A NICKNAME I WAS GIVEN IN HIGH SCHOOL
GATO814,Accepted,Sexual connotation,"gato=cat, has truck not cat car",1.0,IT WAS MY SONS NICKNAME AND THE MONTH AND DAY THAT HE PAST AWAY
GO UGLY,Rejected,Vulgar or degrading term,CALLING SOMEONE UGLY,2.0,COMMON PHRASE
IB TACO,Rejected,Sexual connotation,TACO=PUSSY.. CUSTOMER LIVES IN IMPERIAL BEACH,1.0,IMPERIAL BEACH TACO
IDAREYU,Rejected,Vulgar or degrading term,BECAUSE OF THE 'YOU'.. TAUNTING,2.0,I DARE YU
IH8TRMP,Rejected,Vulgar or degrading term,hate,2.0,I HATE TRUMP
ILL DUCE,Rejected,Vulgar or degrading term,DUCE=AN ITALIAN TITLE (DUKE) MUSSOLINI REFERED TO HIMSELF AS 'IL DUCE'. DUCE IS ALSO SHIT (IL DUCE WAS DENIED 5/2016),2.0,THE LEADER
LTD TACO,Rejected,Sexual connotation,TACO=PUSSY  DOES HAVE A TOYOTA TRUCK,1.0,LIMITED TACOMA
MEGABXX,Rejected,Swear word or profane,MEGABITCH,3.0,NICKNAME WITH DAD
MURCA MF,Rejected,Swear word or profane,AMERICA MOTHERFUCKER,3.0,AMERICA MY FRIEND
N2SLAYR,Rejected,Vulgar or degrading term,PULLED FOR SLAYER (KILLER) BUT IT IS A BAND AND HE SAYS 'INTO' IT,2.0,SLAYER IS MY FAVORITE BAND
OG BILL,Rejected,Vulgar or degrading term,OG=ORIGINAL GANGSTER,2.0,MY NAME
OGSNOOK,Rejected,Vulgar or degrading term,OG=ORIGINAL GANGSTER,2.0,ORIGINAL SNOOKY NICKNAME
OG 225,Rejected,Vulgar or degrading term,OG=ORIGINAL GANGSTER,2.0,oh good 225
PNDTOWN,Rejected,Sexual connotation,"Pound Town is a euphemism for sex (INTERESTLY, THERE IS A TOWN CALLED POUND, WISCONSIN)",1.0,"I AND MY FAMILY ARE FROM POUND, WISCONSIN"
POOR MX,Rejected,Vulgar or degrading term,POOR MEXICAN,2.0,POOR MOTOCROSS RIDER (EXPENSIVE HOBBY)
PSLM713,Rejected,Vulgar or degrading term,"PSALMS 7:13=He has prepared his deadly weapons; he makes ready his flaming arrows. PSALMS 71:3 Be my rock of safety where I can always hide. Give the order to save me, for you are my rock and my fortress. (First one sounds questionable)",2.0,PSALMS 713 THE HOLY BIBLE
SAMBU 14,Rejected,Vulgar or degrading term,"14=HATE SYMBOL, NO 2014 CAR",2.0,SOCCER TEAM
SHAW 13,Rejected,Vulgar or degrading term,13=gang number,2.0,LAST NAME AND HIGH SCHOOL SPORTS NUMBER
TRUMP 4U,Rejected,Vulgar or degrading term,BECAUSE OF THE 'YOU',2.0,TRUMP FOR YOU
WT WLY,Rejected,Sexual connotation,"WET WILLY, 2 SIMILAR CONFIGURATIONS ARE UNACCEPTABLE. PULLED BECAUSE OF WET AND WILLY BUT A 'WET WILLY' ISNT SEXUAL",1.0,CUSTOM PLATE FOR MY WILLYS OVERLAND CJ2A
2KANOS,Rejected,Sexual connotation,GOOGLE TRANSLATE SAYS IT MEANS 'HORNY' IN HUNGARIAN,1.0,NICKNAME
362 RED1,Accepted,Vulgar or degrading term,RED=GANG COLOR,2.0,FIRST CAR/CURRENT CAR
51ODANY,Accepted,Vulgar or degrading term,"510 IS A BAY AREA AREA CODE, CUSTOMER IS IN SANTA ROSA. 510 IS A DATSUN/NISSAN MODEL, CUSTOMER HAS A NISSAN",2.0,the car serial number and my son's name
64ADE88,Rejected,Vulgar or degrading term,88=HATE SYMBOL,2.0,BIRTH YEAR - 64 FIRST THREE LETTERS OF LAST NAME -ADE YEAR ARRIVED AMERICA - 88
8DA4PEX,Rejected,Sexual connotation,ATE THE?,1.0,INSIDE JOKE WITH FRIEND
BDUB88,Rejected,Vulgar or degrading term,88=HATE SYMBOL,2.0,NICKNAME/ BIRTH YEAR
BLUBIYU,Rejected,Vulgar or degrading term,BLEW BY YOU COULD BE SEXUAL OR BLUE BAYOU THE SONG,2.0,FAVORITE SONG
KFHBLKD,Rejected,Vulgar or degrading term,KFH=KILLER FOR HIRE,2.0,FAMILY NICKNAME MINE 3 WIFES KLINGON FOR HIRE
OOGIE B,Rejected,Swear word or profane,"OOGIE CAN MEAN GROSS, B=BITCH",3.0,NOT ON QUICKWEB
MOTHA 2,Rejected,Swear word or profane,"MOTHA=MUTHA=MOTHERFUCKER, SHE DOES HAVE THE PLATE ""MOTHAZ"" SINCE 2006",3.0,MY NICK NAME IS MOTHA AND MY FIRST KIA SPORTAGE LICENSE PLATE HAS MOTHAZ AND SO MY NEW KIA-SPORTAGE WILL BE NUMBER TWO (2)
SUKALDI,Rejected,Sexual connotation,PULLED FOR SUCK. CHOCOLATE IN ICELANDIC IS 'SUKKULADI' SO IT LOOKS QUESTIONALBLE IN ENGLISH,1.0,ICELANDIC FOR 'CHOCOLATE'
GARCI 87,Rejected,Vulgar or degrading term,"187=MURDER, THERE IS JUST A HALF SPACE BETWEEN THE I AND THE 8, LAST NAME IS GARCIADIAZ",2.0,LAST NAME
5OA666,Rejected,Negative connotation to group,666 ALSO COULD MAYBE LOOK LIKE A SIX DIGIT AUTO (SOA666),4.0,FIFTY ANNIVERSARY EDITION OF VEHICLE AND LUCKY NUMBERS
GNJ14,Rejected,Vulgar or degrading term,14=HATE SYMBOL,2.0,GABRIEL AND JANUARY 14. OUR WEDDING YEAR AND INITIALS
FN 2187R,Rejected,Vulgar or degrading term,"STORMTROOPER NAME IS FN2187… FN=EFFIN, 187=MURDER",2.0,STAR WARS STORMTROOPER
MEGMO13,Rejected,Vulgar or degrading term,13=gang number,2.0,"FIRST 3 LETTERS OF FIRST NAME, FIRST 2 LETTERS OF LAST NAME AND LUCKY NUMBER."
M1CAKES,Rejected,Sexual connotation,"MY CAKES, CAKES=ASS (MICAKES IS ALREADY UNACCEPTABLE)",1.0,NICKNAME
TANALOC,Rejected,Vulgar or degrading term,"LOC IS A TERM CRIPS USE TO CALL EACH OTHER, GANG REFERENCE",2.0,MY FOOTBALL NICKNAME
USA 88,Rejected,Vulgar or degrading term,"88=HATE SYMBOL, F/O ASSIGNED TO AN '02 LINCOLN.",2.0,LUCKY NUMBER
5 THEDON,Rejected,Vulgar or degrading term,DON=BOSS OF A MAFIA FAMILY,2.0,NOT ON QUICKWEB
