plate,status,category,reviewer_comments,review_reason_code,customer_meaning
MNT MRDR,Rejected,Vulgar or degrading term,"PULLDED FOR ""MRDR"" = MURDER?",2,"PAYING HOMAGE TO A TRIBE CALLED QUEST'S ALBUM, MIDNIGHT MARAURDERS"
MUD TACO,Rejected,Sexual connotation,PULLED FOR TACO,1,THE NAME OF CAR TACOMA AND THE OFFROADING SPORT
M13KSJ2,Rejected,Vulgar or degrading term,13 = GANG NUMBER,2,INITIALS
NEG POS,Rejected,Swear word or profane,"""POS"" = PIECE OF SHIT",3,ELECTRIC VEHICLE
NNEKA G,Rejected,Vulgar or degrading term,"""G"" BY ITSELF, G = GANGSTER",2,PERON NAME
NUTEDGE,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1,NUTRITION EDGE CORPORATION
OG 63,Rejected,Vulgar or degrading term,OG = ORIGINAL GANGSTER,2,NAME AND CAR TYPE
OK BAKA,Rejected,Vulgar or degrading term,"""BAKA"" MEANS IDIOT IN JAPANESE",2,OKAY IDIOT
OSHMSTR,Rejected,Swear word or profane,"""OSH"" IS SHORT FOR OH SHIT",3,NICKNAME
O1HPOO1,Rejected,Vulgar or degrading term,"PULLED FOR ""POO""",2,MY FAVORIT NUMBERS AND MY INITIALS
PB1O 51O,Rejected,Vulgar or degrading term,510 = AREA CODE,2,PUNJA 510
POTUS 1,Accepted,Vulgar or degrading term,PRESIDENT OF THE UNITED STATES,2,"""PRESIDENT OF THE UNITED STATES"""
PSOFFYA,Rejected,Vulgar or degrading term,PISS OFF,2,P.S. OF FAITH YOU AVAIL
RAMSLAY,Rejected,Vulgar or degrading term,"PULLED FOR SLAY = KILL, MURDER",2,MY NAME I RAMSEY CONJOINED WITH SLAY BECAUSE I SLAY ALL DAY
RED FST,Rejected,Vulgar or degrading term,RED = GANG COLOR,2,RED FIESTA ST
RKTNPKT,Rejected,Sexual connotation,ROCKET IN POCKET,1,PERSONAL ACRONYM
ROFLCOP,Rejected,Misrepresents law enforcement,PULLED FOR COP,5,ROLLING ON THE FLOOR HELICOPTER
SDDN DTH,Rejected,Vulgar or degrading term,SUDDEN DEATH,2,SUDDEN DEATH
SLAAY ED,Rejected,Vulgar or degrading term,"SLAYED = KILLED, MURDERED",2,MY DOGS NAME
SQT JRK,Rejected,Sexual connotation,SQUIRT JERK? COULD HAVE SEXUAL CONNOTATION,1,"SQUAT JERK IS PART OF OLYMPIC WEIGHTLIFTING, WHICH I ENJOY"
SRPG824,Rejected,Misrepresents law enforcement,"SURF PIG, LAW ENFORCEMENT REFERENCE",5,"SURFERPIG824, MY SON IS A SURFER AND RETIRED POLICE OFFICER."
TACOSAS,Rejected,Sexual connotation,PULLED FOR TACO,1,TACO SAUSE
TACOWRX,Rejected,Sexual connotation,PULLED FOR TACO,1,I LOVE TACOS AND I DRIVE A WRX
TENGOP2,Rejected,Vulgar or degrading term,"TENGO = ""I HAVE"" IN SPANISH, ""I HAVE TO PEE""",2,MEXICAN HUMOR
THEBOMB,Rejected,Vulgar or degrading term,PULLED FOR BOMB,2,MY NICKNAME HAS BEEN THE BOMB FOREVER SO ITS MY NICKNAME
THEOGMB,Rejected,Vulgar or degrading term,OG = ORIGINAL GANGSTER,2,THE OG MEAN I AM GETTING OLDER THE MB ARE MY ARE MY FIRST LAST NAME
TMSNSHT,Rejected,Swear word or profane,TOO MUCH SWAG N SHIT?,3,TIMEN' HOT SS (FOR A 1974 SS EL CAMINO 8 SECOND DRAG CAR)
TNTTORO,Rejected,Vulgar or degrading term,PULLED FOR TNT = AN EXPLOSIVE,2,I OWN AN AUTO SHOP CALLED TNT AND MY LAST NAME IS TORO
TWO2RED,Accepted,Vulgar or degrading term,RED = GANG COLOR,2,I RIDE A RED DIRT BIKE AND THE VAN WILL BE RED ALSO
UFF 5 OH,Rejected,Misrepresents law enforcement,"FUCK 5-O, POLICE REFERENCE",5,UFF MEANS WOW AND 5OH IS CAR MODEL
V8 CAT,Accepted,Sexual connotation,PULLED FOR CAT,1,V8 CAT
WAR PNT,Rejected,Vulgar or degrading term,PULLED FOR WAR,2,WAR PAINT NATIVE AMERICAN
WAR WEST,Rejected,Vulgar or degrading term,PULLED FOR WAR,2,MY INITALS
WHRRUNR,Rejected,Vulgar or degrading term,WHORE RUNNER?,2,4RUNNER
WHTBOII,Rejected,Vulgar or degrading term,WHITE BOY,2,NICKNAME
WNRLUST,Rejected,Sexual connotation,WEINER LUST?,1,WANDERLUST LOVING TO TRAVEL
WOODYRU,Rejected,Sexual connotation,PULLED FOR WOODY,1,SUBARU WAGON WITH WOOD SIDNG
YRN,Rejected,Vulgar or degrading term,"ACRONYM CAN MEAN ""YOUNG RICH NIGGA""",2,YATCH RESOURCING NETWORK
YRU1 2H8,Rejected,Vulgar or degrading term,WHY ARE YOU ONE TO HATE,2,WHY ARE YOU ONE TO HATE
1AK 522,Rejected,Vulgar or degrading term,PULLED FOR AK = ASSAULT RIFLE (INITIALS ARE AK),2,MY INITIALS AND BIRTHDAY
1FN FBDY,Rejected,Swear word or profane,FN = FUCKIN',3,"1 FUN F-BODY,  F-BODY IS THE PLATFORM THE CAR IS BUILT ON, IN THIS CASE A 1999 CAMARO SS , COMMONLY KNOW A 4TH GENERATION CAMARO."
1H8UALL,Rejected,Vulgar or degrading term,I HATE YOU ALL,2,I HATE YOU ALL
1LILROD,Rejected,Sexual connotation,ROD CAN MEAN ERECTION,1,ONE LITTLE HOT ROD
13KH73B,Rejected,Vulgar or degrading term,13 = GANG NUMBER,2,MY FAVORITE NUMBER 13 AND MY BIRTH YEAR 73 AND INITIALS HB
2BIGTTS,Rejected,Sexual connotation,2 BIG TITS?,1,NEW WHEELS I INSTALL MAKE IT LOOK BIG AND WIDE
2 NVRDUI,Accepted,Vulgar or degrading term,PULLED FOR DUI,2,PROMISE TO NVR DUI
3JOH ZA,Rejected,Swear word or profane,ASSHOLE BAKCWARDS,3,THREE GODDESS (DIOSA IN TAGALOG)
3JQH 2A,Rejected,Swear word or profane,ASSHOLE BAKCWARDS,3,IT MEANS MY KIDS INITIALS AND DAY OF BIRTH.
3 NIJJAR,Rejected,Vulgar or degrading term,LOOKS SIMILAR TO NIGGAR,2,THIS IS MY LAST NEME AND THATS IT
31O HRSS,Rejected,Vulgar or degrading term,310 = AREA CODE,2,"310 HORSES, POWER ON THE 2015 MUSTANG"
4TETES3,Rejected,Sexual connotation,TETES = BREASTS,1,TETE IS MY FAMILY NICKNAME AND I HAVE 3 CHILDREN SO J ADDED A 4 BECAUSE THATS WHO I MOSTLY DO THINGS 4.
415 BLZR,Rejected,Vulgar or degrading term,415 = AREA CODE,2,"415 - AREA CODE, BLZR - BLAZER"
664 TJ,Rejected,Vulgar or degrading term,664 = AREA CODE,2,AREA CODE FROM TIJUANA MEXICO
81JAP13,Rejected,Vulgar or degrading term,13 = GANG NUMBER,2,"MY SON'S NAME WAS JOHN ANTHONY POOLE, BORN 1981 DIED 2013"
831VALY,Rejected,Vulgar or degrading term,831 = AREA CODE,2,WHERE I AM FROM.
86 WRWGN,Rejected,Vulgar or degrading term,WAR WAGON,2,86 3/4 TON SUBU
9O S13,Accepted,Vulgar or degrading term,13 = GANG NUMBER,2,YEAR AND MODEL OF CAR
HRNSTR#,Rejected,Sexual connotation,HORNSTAR,1,MY NAME
BLEUDOG,Accepted,Vulgar or degrading term,BLUE = GANG COLOR,2,THE NAME OF ONE OF OUR DOGS
AAH PUTO,Rejected,Swear word or profane,PUTO MEANS FUCKING IN SPANISH,3,CHILDHOOD NICKNAME
DAAMGNA,Rejected,Swear word or profane,DAMN GINA,3,"MY GRANDPARENTS NAMES DAAM AND GANA, THEY ARE BOTH DICEASED BUT BOUGHT ME THE CAR THESE WILL GO ON."
FUC FRD,Rejected,Swear word or profane,FUCK FORD,3,INTIALS OF WHERE GREW UP
JAZZCAT,Accepted,Vulgar or degrading term,PULLED FOR CAT,2,LOVER OF JAZZ MUSIC AND PET CATS
MUTTNUT,Rejected,Vulgar or degrading term,COULD HAVE SEXUAL CONNOTATION,2,DOG LOVER
PREDITR,Rejected,Vulgar or degrading term,PREDATOR,2,PREDATOR
PUTOOOO,Rejected,Vulgar or degrading term,PUTO MEANS FUCKING IN SPANISH,2,CHILDHOOD NICKNAME
559MADE,Rejected,Vulgar or degrading term,559 = AREA CODE,2,BORN IN FRESNO 559 AREA CODE
BOO D,Rejected,Vulgar or degrading term,BOOTY,2,BOO AND MY NAME IS DAVID
DAMST13,Rejected,Vulgar or degrading term,13 = GANG NUMBER,2,"CURRENTLY POSSESS THE PLATES; DAMLEXS, DAMWIFE, AND DAMBIKE. MY INITIALS ARE DAM (DEREK A MILLER) THE ""ST13"" REFERS TO THE MODEL OF MOTORCYCLE. I HAVE APPROVAL FROM THE DIRECTOR"
LOCOLOC,Rejected,Vulgar or degrading term,LOC = GANG REFERENCE,2,MOTOLOCO LOCAL
AKANUGE,Accepted,Swear word or profane,NUGE REFERES TO TED NUGENT WHO IS A ROCKER WHO SLEPT WITH A LOT OF WOMAN AND DID A LOT OF DRUGS,3,
CATJES,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,
CHULA4U,Rejected,Sexual connotation,"CHULA MEANS SEXY GIRL, ""SEXY GIRL FOR YOU"" COULD BE TAKEN AS SEXUAL OR IN REFERENCE TO PROSTITUTION",1,
E11913G,Accepted,Vulgar or degrading term,"13G AT THE END STANDS OUT, COULD BE GANG REFERENCE",2,
H82LOZE,Rejected,Vulgar or degrading term,"H8, HATE, HOSTILE",2,
KSPSCAT,Rejected,Sexual connotation,"CAT, SEXUAL REFERENCE",1,
NISSHOT,Accepted,Vulgar or degrading term,"SHOT, WEAPON REFERENCE",2,
NOV1614,Accepted,Vulgar or degrading term,"14, GANG REFERENCE",2,
PRELLYA,Rejected,Swear word or profane,LOOKS SIMILAR TO HELL YEAH,3,
PSSPAR2,Rejected,Swear word or profane,"SOUNDS LIKE PISS PAR, PISS IS AN OBSCENE WORD",3,
RDWAVES,Rejected,Vulgar or degrading term,"RED, GANG REFERENCE",2,
REDSAUX,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,
SILVA88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
SURF31O,Rejected,Vulgar or degrading term,"31O, AREA CODE, GANG REFERENCE",2,
THISBIG,Rejected,Sexual connotation,COULD BE REFERENCING A PENIS,1,
TTLBCHN,Rejected,Swear word or profane,"""TOTAL BITCHIN""",3,
VET4TT,Rejected,Sexual connotation,"TT, TITTIE, SEXUAL REFERENCE",1,
WLFCLAN,Accepted,Vulgar or degrading term,"CLAN, GANG REFERENCE",2,
XCLR8ME,Rejected,Sexual connotation,EXHILARATE ME COULD BE TAKEN AS SEXUAL,1,
1ABC13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
1TIMO4,Accepted,Vulgar or degrading term,"14, GANG REFERENCE",2,
1962,Accepted,Deleted from series,ALL DIGITS,6,
1976C2O,Accepted,Deleted from series,LOOK ALIKE,6,
4AUSCFN,Rejected,Swear word or profane,FN COULD MEAN FUCKING,3,
567,Accepted,Deleted from series,ALL DIGITS,6,
67ZBLAU,Accepted,Vulgar or degrading term,"BLAU IS BLUE IN GERMAN, GANG REFERENCE",2,
73MBLAU,Accepted,Vulgar or degrading term,"BLAU IS BLUE IN GERMAN, GANG REFERENCE",2,
DOOBAD,Rejected,Swear word or profane,COULD SOUND LIKE THEY ARE PREMOTING PEOPLE TO DO BAD THINGS,3,
ORTOFON,Accepted,Swear word or profane,"COULD BE ""OR TO FUCK ON""",3,
SHOVLDK,Rejected,Sexual connotation,"COULD BE ""SHOVEL DICK""",1,
VERSTOP,Rejected,Sexual connotation,"""VERS TOP"" IS A SEXUAL PREFERENCE FOR GAY MEN. ITS SAYING WHICH ""POSITION"" IN THE BEDROOM THEY PREFER",1,
$HEDY88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
IRSHRED,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,
YAYAHB,Rejected,Swear word or profane,COULD BE YA YA HEAD BITCH,3,
FA18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2,
BUCBCH,Rejected,Swear word or profane,BCH COULD STAND FOR BITCH,3,
DRNKGT3,Rejected,Swear word or profane,"DRUNK, SOME MAY FIND IT OFFENSIVE",3,
FILS13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
MOMSBZY,Rejected,Swear word or profane,"BZY STANDS FOR BEEZY, ANOTHER WORD FOR BITCH",3,
NANADKY,Rejected,Sexual connotation,"DKY, DICKEY, COULD BE SEXUAL",1,
ABAADMF,Rejected,Swear word or profane,A BAD MOTHER FUCKER,3,A BAD MUSTANG FANATIC
AHYWEYY,Rejected,Swear word or profane,"CAN MEET ""OH SHIT"" OR ""OH FUCK""",3,NAME CLOSE FRIEND
ALXHUNT,Accepted,Vulgar or degrading term,"HUNT, WEAPON REFERENCE",2,ABBREVIATION FOR ALEXANDRIA AND HUNTER
BAD4AZZ,Rejected,Swear word or profane,BAD ASS,3,BAD 4 ARIZONA
BISHROK,Rejected,Swear word or profane,BISH CAN STAND FOR BITCH,3,"IT IS A NICKNAME THAT A FORMER BOSS USED TO CALL ME, NO PARTICULAR MEANING..."
BISON13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,NO MEANING
BLUE886,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,BLUE IS THE COLOR OF MY COLOR AND I LOVE  THIS COLOR
BMF1976,Rejected,Swear word or profane,BMF CAN STAND FOR BAD MOTHER FUCKER,3,BEST MOVING FOWARD SINCE 1976
BOODI,Rejected,Sexual connotation,SOUNDS LIKE BOOTY,1,HUSBAND AND WIFE'S NAMES COMBINED.
CAMICAK,Rejected,Sexual connotation,"CAK COULD BE CAKE, SEXUAL REFERENCE",1,
CATDADI,Rejected,Sexual connotation,ANOTHER NAME FOR AN OLD MAN WHORE,1,CADILLAC DADDY
CATFISN,Rejected,Sexual connotation,"CAT, SEXUAL REFERENCE",1,CAT FISHING
CUHMN4U,Rejected,Vulgar or degrading term,COMING FOR YOU COULD BE AN AGGRESSIVE STATEMENT. OR CUMMIN FOR YOU COULD BE A SEXUAL STATEMENT,2,"""COMING FOR YOU"" VEHICLE HAS A DODGE  CUMMINS DIESEL ENGINE"
DABFDS,Rejected,Swear word or profane,"BFD COULD STAND FOR BIG FUCKING DEAL. ""THE BIG FUCKING DEALS""",3,
DAMNFST,Rejected,Swear word or profane,"DAMN, CURSE WORD",3,DAMN FAST
DBLNDWN,Accepted,Sexual connotation,BOUBLE DOWN CAN BE A SEXUAL TERM MEANING TO HAVE SEX WITH MORE THAN ONE PERSON AT A TIME,1,DOUBLE DOWN AS IN STOCKS
EJMAC,Accepted,Swear word or profane,MAC IS A WORD THAT CAN MEAN PIMP,3,MY NICK NAME.
FOXOGVN,Rejected,Swear word or profane,"FUCKS, ZERO GIVEN",3,FOXTROT (FOX) OVATION (O) GIVEN (GVN) - DAUGHTER IS A DANCER AND RECEIVED A STANDING OVATION FOR FOXTROT PERFORMANCE
FWERX,Rejected,Swear word or profane,COULD BE FUCK WORKS,3,FWERX IS AN ABBREVIATION FOR FORMAWERX. A CLUB OF CAR DESIGNERS AND ENTHUSIASTS.
GCASINI,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,L CASINI
GIGI614,Accepted,Vulgar or degrading term,"14, GANG REFERENCE",2,
GMANTOY,Rejected,Sexual connotation,COULD BE A SEXUAL STATEMENT MEANING GAY MAN TOY,1,NICKNAME AND ITS MY TOY
GOMZ562,Rejected,Vulgar or degrading term,AREA CODE,2,ABBREVIATION FOR LAST NAME AND ZIP CODE I CURRENTLY RESIDE IN.
GUESS13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
GUNSAMO,Rejected,Vulgar or degrading term,"GUNS AND AMO, WEAPON REFERENCE",2,HUNTER
HATERZS,Rejected,Vulgar or degrading term,"HATERS, HOSTILE",2,
HNTDEER,Accepted,Vulgar or degrading term,"HUNT, WEAPON REFERENCE",2,HUNT DEER
HOOTROD,Accepted,Sexual connotation,ROD CAN BE ANOTHER WORD FOR A MANS PENIS,1,HOOT IS A FUN SAYING( THIS IS A HOOT) ROD IS A FUN CAR
HUMMRDO,Rejected,Sexual connotation,HUMMER IS A SEXUAL TERM,1,HONEY DO ANOTHERSAYING FOR HAVING MY  HUSBAND DO CHORES WITH A HONEYDO  LIST
HUMN69,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,MY LAST NAME IS HUMMER AND THE TRUCK WAS BUILT IN 1963
JAP5276,Rejected,Vulgar or degrading term,"JAP, RACIST TERM FOR A PERSON OF JAPANESE DESCENT",2,INITIAL OF MY FIRST AND LAST LOVE.
JBURG13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,MY NICKNAME AND NUMBER
KBEEZ92,Rejected,Swear word or profane,BEEZ COULD STAND FOR BEEZY WHICH IS ANOTHER WORD FOR BITCH,3,NICKNAME AND BIRTH YEAR
KBTANG,Rejected,Sexual connotation,TANG CAN BE A WORD MEANING A WOMANS VAGINA,1,
KITTY63,Rejected,Sexual connotation,"KITTY, SEXUAL REFERENCE",1,KITTY :) 6 THE MONTH I WAS BORN :) 3 MY 2  CHILDREN AND MY SELF
LADYC,Rejected,Vulgar or degrading term,LADY C COULD STAND FOR LADY CRIP,2,NICKNAME
LAHSTL,Rejected,Vulgar or degrading term,"HUSTLE, GANG REFERENCE",2,FIRST LETTER OF ALL FAMILY MEMBERS NAMES IN LOS ANGELES
LALOZSS,Accepted,Sexual connotation,COULD BE LALOZ ASS,1,NAME AND TYPE OF CAR
LAMBOG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,VEHICLE TAG
LMNSBLU,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,
LOV1313,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,BIBLE VERSE CORINTHIANS 13:13
LUFTKUL,Rejected,Vulgar or degrading term,LOOKS LIKE LOVE TO KILL,2,AIR COOL (IN GERMAN) THE CAR IS AN AIR  COOLED GERMAN CAR
MADFITR,Rejected,Vulgar or degrading term,"FIGHTER, HOSTILE",2,
MANMEET,Rejected,Sexual connotation,IT IS THE CUSTOMERS NAME BUT COULD BE TAKEN AS A SEXUAL REFERENCE TO A MANS PENIS,1,
MBDPS13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,OUR FAMILY INITIALS
MFII,Rejected,Swear word or profane,MF COULD STAND FOR MOTHER FUCKER,3,INITIALS
MLP88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
MOJORSG,Accepted,Sexual connotation,MOJO CAN BE A SEXUAL TERM,1,NICK NAME FOR JIM MORRISON OF THE DOORS MUSIC GROUP
MY997TT,Accepted,Sexual connotation,"TT, TITTIE, SEXUAL REFERENCE",1,PORSCHE 997 TWIN TURBO
NAZILLA,Rejected,Vulgar or degrading term,ZILLA IS A GANG ORIGINATING IN SACRAMENTO,2,NO MEANING. ABBREVIATON FROM MY LASTNAME
NOFUCKS,Rejected,Swear word or profane,SELF EXPLANATORY,3,DON'T CARE
NTNLESS,Accepted,Sexual connotation,NTN COULD STAND FOR NUTTIN WHICH IS A SEXUAL TERM,1,NOTHING LESS
NWNWMWM,Accepted,Deleted from series,LOOK ALIKE,6,ITS THE SOUND MY CAR MAKES ON STARTUP
N13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
OGSMOKE,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE. SMOKE, DRUG REFERENCE",2,
OOO99,Accepted,Deleted from series,ALL DIGITS,6,9 IS MY LUCKY NUMBER; THIS IS A COOL  CONFIGURATION THAT LOOKS LIKE LOW PLATE
O8MT7O7,Rejected,Vulgar or degrading term,AREA CODE,2,08= MONTH OF BIRTH MT= INITIALS FOR MARIA TAMAYO 707= MY AREA CODE
PERPTR8,Rejected,Vulgar or degrading term,PERPETRATE COULD BE A HOSTILE TERM,2,PERPETRATE
PSYKO78,Rejected,Vulgar or degrading term,PYSCHO COULD BE A HOSTILE TERM,2,"FROM A SONG FROM MY FAVORITE BAND, THE  MISFITS."
PUNN,Accepted,Vulgar or degrading term,"CAN MEANING HITTING OR PUNCHING, COULD BE HOSTILE",2,NICKNAME
PZZABOX,Accepted,Sexual connotation,"BOX, ANOTHER WORD FOR A WOMANS VAGINA",1,"I OWN A PIZZA PLACE AND MY CAR IS A SCION XB (BOX CAR), THEREFOR IT IS A PIZZA BOX"
QJODES,Rejected,Swear word or profane,COULD MEAN WANT TO FUCK,3,"""QUE JODES"" IN NICARAGUA MEANS ""YOU'RE SO ANNOYING!"" ALTHOUGH THE ROOT VERB ""JODER"" COULD HAVE A SEXUAL CONNOTATION IN MEXICO, IN THIS CONTEXT IT'S NOT SEXUAL OR VULGAR WHATSOEVER."
RDSTRV8,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,
REDROCT,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,FOR MY RED CAR I CALL THE ROCKET
RED7PNY,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,THE CAR IS A 67 MUSTANG AND THE COLOR IS RED
REV2214,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2,BIBLE SCRIPTURE REVELATION 22-14
RE661E,Rejected,Vulgar or degrading term,AREA CODE,2,RE- RICHARD AND ELLIE 66- JUNE 6 TIME I WAS HIRED ON MY JOB 1E- DEPARTMENT WHERE I WORK 1ST EAST
RSTRFX,Rejected,Swear word or profane,FX COULD STAND FOR FUCKS,3,STORE FRONT
R8RSCUM,Rejected,Swear word or profane,RAIDER SCUM OR RAIDERS CUM. EITHER ONE IS INAPPROPRIATE AND VULGAR,3,WHAT THE RAIDER FANS SOMETIMES CALL  THEMSELVES. WE ARE RAIDER FANS
SADLUP,Accepted,Sexual connotation,SADDLE UP COULD BE A SEXUAL STATEMENT,1,
SAMMATK,Rejected,Vulgar or degrading term,"ATTACK, COULD BE HOSTILE",2,"NAMES OF MY 3 KIDS. SAM, MATT AND KALEA."
SFVOG,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE. SMOKE, DRUG REFERENCE",2,
SHILUDO,Rejected,Sexual connotation,SIMILAR TO CHILUDO WHICH IS A SLANG SPANISH TERM FOR A MALE WITH A LARGE PENIS,1,
SMACDWN,Rejected,Vulgar or degrading term,SMAC DOWN COULD BE HOSTILE,2,WRESTLING TERM
SMARTSS,Rejected,Swear word or profane,SMART ASS,3,"MY CAR IS RARE SO PEOPLE CONSTANTLY ASK ME WHAT A CHEVY SS IS.I TELL THEM THAT AN SS IS JUST LIKE A ""SMART CAR"" BUT GETS BETTER GAS  MILEAGE,SO MY FAMILY SAYS I DRIVE A ""SMART SS""."
SPDEMON,Accepted,Swear word or profane,SPD CAN BE A DRUG REFERENCE AND SOME PEOPLE MAY FIND DEMON AS A HOSTILE TERM,3,
SPOOPY,Rejected,Swear word or profane,"POOPY, INAPPROPRIATE",3,REFERENCE TO MY LOVE OF SPOOKY THINGS AND TYPOS
SWTTPIE,Accepted,Sexual connotation,"SWEETIE PIE, COULD BE A SEXUAL TERM",1,MY CAT'S NAME IS SWEETIE
S13PARK,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,S13= CAR NAME PARK= LAST NAME
S3A5M7,Rejected,Vulgar or degrading term,357 CAN BE A REFERENCE TO A 357 MAGNUM WHICH IS A WEAPON REFERENCE,2,
TACOZ,Rejected,Sexual connotation,"TACO, SEXUAL TERM",1,TACOZ
TRAPMNY,Rejected,Vulgar or degrading term,"TRAP, GANG REFERENCE",2,MOUSE TRAP MONEY
TRAPPO1,Rejected,Vulgar or degrading term,"TRAP, GANG REFERENCE",2,FAMILY NAMES
TRAPPO2,Rejected,Vulgar or degrading term,"TRAP, GANG REFERENCE",2,FAMILY NAME
ULOOZE,Rejected,Vulgar or degrading term,"U, HOSTILE",2,LOST
UNGAWAL,Rejected,Vulgar or degrading term,UNGAWA CAN BE A RACIAL TERM FOR A WHITE PERSON AND CAN ALSO BE A TERM IN AFRICA FOR BLACK POWER,2,
USTANKR,Rejected,Vulgar or degrading term,"TANKER, WEAPON REFERENCE",2,
WYERNUT,Rejected,Sexual connotation,"NUT, SEXUAL TERM",1,HOLDS WIRER
XNAKEDX,Rejected,Sexual connotation,"NAKED, SEXUAL REFERENCE",1,I OWN A COMPANY CALLED NAKED CASHMERE.
ZGZWANG,Rejected,Sexual connotation,"WANG, ANOTHER WORD FOR A MANS PENIS",1,UNIVERSAL CHESS TERM FOR HAVING TO MAKE A MOVE BUT NOT WANTING TO
1O839J1,Rejected,Deleted from series,LOOK ALIKE,6,THIS IS THE CURRENT LICENSE PLATE NUMBER.
18743,Accepted,Deleted from series,ALL DIGITS,6,THIS IS MY CHP BADGE NUMBER.
2HELCAT,Rejected,Swear word or profane,"HELL, CURSE WORD. CAT, SEXUAL REFERENCE",3,BRAND OF CAR -FOR 2
2O16CAT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,HELLCAT 2016 DODGE CHALLENGER
2TAL4YU,Rejected,Vulgar or degrading term,"U, HOSTILE",2,TO TALL FOR YOU
2525,Accepted,Deleted from series,ALL DIGITS,6,
323SOLA,Rejected,Vulgar or degrading term,AREA CODE,2,
37RED,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,MODEL OF VEHICLE
4CHACHA,Accepted,Sexual connotation,CHA CHA CAN BE ANOTHER WORD FOR A WOMANS VAGINA,1,
4CHUCHI,Rejected,Sexual connotation,CHU CHI CAN ALSO BE A TERM FOR A WOMANS VAGINA,1,FOR CHUCHI (DAUGHTER'S NICKNAME)
4545,Accepted,Deleted from series,ALL DIGITS,6,
51ODIME,Rejected,Vulgar or degrading term,AREA CODE,2,CAR'S YEAR
5149HAF,Rejected,Swear word or profane,HAF CAN STAND FOR HIGH AS FUCK,3,
568,Accepted,Deleted from series,ALL DIGITS,6,MY MOM'S LUCKY NUMBER
67NAM69,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,MY MILITARY HISTORY
69ELPHT,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,
69GENT,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,THIS VEHICLE IS A 1969 GENTLEMENS SPORTS CAR WITH STYLE
69GROOV,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,THE IS A GROOVY 1969 VEHICLE
69ZEN,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,DRIVING THIS 1969 VEHICLE IS LIKE BEING IN  PERFECT ZEN
7GUNNER,Rejected,Vulgar or degrading term,"GUNNER, WEAPON REFERENCE",2,"CAR'S ""NAME"""
74MEOW,Accepted,Sexual connotation,"MEOW, CAT, SEXUAL",1,MEOW LOVES CATS AND BIRTH YEAR
8OF13,Accepted,Vulgar or degrading term,"13, GANG REFERENCE",2,
8O5TYME,Rejected,Vulgar or degrading term,AREA CODE,2,
8O8ALLD,Rejected,Vulgar or degrading term,"COULD BE 88 ALL DAY, WHICH IS A RACIST SAYING",2,IT MEANS THAT YOU EAT EVERY DAY.
81O,Accepted,Deleted from series,ALL DIGITS,6,MOTOCROSS NUMBER
88E3OM3,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
88TOYPU,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,1988 TOYOTA PICKUP
69G3TR,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,
BL$EBRD,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,BLUEBIRD
JOULBOX,Rejected,Sexual connotation,COULD BE REFERENCING A WOMANS VAGINA,1,
